"ID","地域","緯度","経度","ジャンル1","サブジャンル1","ジャンル2","サブジャンル2","ジャンル3","サブジャンル3","名称","概略","郵便番号","住所","電話番号","Fax番号","E-mail","開館時間","休館日","料金","備考","リンク"
"600","金沢市","36.564759","136.628374","公園","","","","","","入江町児童公園"," ","921-8011","金沢市入江2-199","","","","","","","",""
"601","金沢市","36.613237","136.701678","公園","","","","","","岩出町小公園","　","920-0171","金沢市岩出町チ39-50","","","","","","","",""
"602","金沢市","36.614676","136.703319","公園","","","","","","岩出町緑地","　","920-0171","金沢市岩出町へ160","","","","","","","",""
"603","金沢市","36.575775","136.669086","公園","","","","","","卯辰山麓苑","　","920-0831","金沢市東山2-538-1","","","","","","","",""
"604","金沢市","36.568081","136.678113","公園","","","","","","卯辰山公園","慶応３年（１８６７年）加賀藩１４代藩主前田慶寧(よしやす)が、福沢諭吉の「西洋事情」に触発され、大衆のための諸施設（養生所・修学所・芝居小屋など）の整備と天満宮の造営を目的に開発したことから始まり、大正３年２月に開園しました。市内にある兼六園は大名の庭園であるのに対し、卯辰山公園は、庶民の憩いの場として親しまれています。
　また、平成１２年度より周辺の緑の適切な保全と時代ニーズに適合した公園整備を目的として、公園面積２５．１ｈaの拡張と再整備事業に着手し、平成１６年４月には健康交流センター千寿閣がオープンしました。","920-0822","金沢市東長江町","","","","","","","写真あり",""
"605","金沢市","36.495195","136.672244","公園","","","","","","内川墓地公園","　","920-1343","金沢市小原町ム18他","","","","","","","",""
"606","金沢市","36.568233","136.569832","公園","","","","","","打木町くろまつ公園","　","920-0377","金沢市打木町東1452","","","","","","","",""
"607","金沢市","36.566669","136.574139","公園","","","","","","打木町そよかぜ公園","　","920-0377","金沢市打木町東1405","","","","","","","",""
"608","金沢市","36.569435","136.567863","公園","","","","","","打木町西ケヤキ小公園","　","920-0377","金沢市打木町西235-14","","","","","","","",""
"609","金沢市","36.570412","136.568836","公園","","","","","","打木町西小公園","　","920-0377","金沢市打木町西237-43","","","","","","","",""
"610","金沢市","36.568966","136.572514","公園","","","","","","打木町東児童公園","　","920-0377","金沢市打木町東1301","","","","","","","",""
"611","金沢市","36.599148","136.61147","公園","","","","","","畝田中ふれあい公園","　","920-0343","金沢市畝田中3-501","","","","","","","トイレ：バリアフリー対応便器1",""
"612","金沢市","36.594721","136.617825","公園","","","","","","畝田東ナベタ遺跡公園","　","920-0344","金沢市畝田東2-545","","","","","","","トイレ：バリアフリー対応便器1",""
"613","金沢市","36.59529","136.614059","公園","","","","","","畝田町児童公園","　","920-0344","金沢市畝田東2-6","","","","","","","トイレ：男女兼用,小便1,和式1",""
"614","金沢市","36.52475","136.688321","公園","","","","","","永安町小公園","　","920-1301","金沢市永安町106番、107番、108番","","","","","","","",""
"615","金沢市","36.573607","136.654335","公園","","","","","","駅通り線暫定緑地","　","920-0854","金沢市安江町295-1","","","","","","","",""
"616","金沢市","36.593591","136.635622","公園","","","","","","駅西新町３丁目小緑道","　","920-0027","金沢市駅西新町3-58","","","","","","","",""
"617","金沢市","36.578491","136.643328","公園","","","","","","駅西第１児童公園","　","920-0031","金沢市広岡2-802","","","","","","","",""
"618","金沢市","36.585502","136.646705","公園","","","","","","駅西第２児童公園","　","920-0022","金沢市北安江3-1201","","","","","","","",""
"619","金沢市","36.579856","136.639933","公園","","","","","","駅西第３児童公園","　","920-0025","金沢市駅西本町1-904","","","","","","","",""
"620","金沢市","36.576822","136.643711","公園","","","","","","駅西第３土地区画緑道","　","920-0031","金沢市広岡2-26","","","","","","","",""
"621","金沢市","36.582988","136.636091","公園","","","","","","駅西第４児童公園","　","920-0025","金沢市駅西本町3-406","","","","","","","",""
"622","金沢市","36.584198","136.64018","公園","","","","","","駅西第５児童公園","　","920-0024","金沢市西念2-1508","","","","","","","",""
"623","金沢市","36.582655","136.643537","公園","","","","","","駅西中央公園","　","920-0024","金沢市西念1-1101","","","","","","","トイレ：男子,小便4,和式3,女子,和式4",""
"624","金沢市","36.567381","136.641532","公園","","","","","","駅南児童公園","　","920-0867","金沢市長土塀3-489-11","","","","","","","",""
"625","金沢市","36.53218","136.649938","公園","","","","","","円光寺１丁目小緑地","　","921-8173","金沢市円光寺1-44-1","","","","","","","",""
"626","金沢市","36.533043","136.649583","公園","","","","","","円光寺２丁目公園","　","921-8173","金沢市円光寺2-101-3","","","","","","","",""
"627","金沢市","36.531586","136.647367","公園","","","","","","円光寺２丁目小公園","　","921-8173","金沢市円光寺2-155","","","","","","","",""
"628","金沢市","36.532185","136.649717","公園","","","","","","円光寺２丁目小緑地","　","921-8173","金沢市円光寺2-29-1","","","","","","","",""
"629","金沢市","36.532157","136.64601","公園","","","","","","円光寺あじさい公園","　","921-8173","金沢市円光寺3-79","","","","","","","",""
"630","金沢市","36.532309","136.641411","公園","","","","","","円光寺公園","　","921-8177","金沢市伏見台1-133","","","","","","","",""
"631","金沢市","36.531727","136.635019","公園","","","","","","円光寺第２公園","　","921-8177","金沢市伏見台3-58","","","","","","","",""
"632","金沢市","36.561917","136.669862","公園","","","","","","扇町ふれあい緑地","","920-0927","金沢市扇町350-2","","","","","","","",""
"633","金沢市","36.62227","136.653153","公園","","","","","","大浦公園","　","920-0205","金沢市大浦町ヘ267-3","","","","","","","トイレ：男女兼用,洋式1",""
"634","金沢市","36.613375","136.651822","公園","","","","","","大浦町小公園","　","920-0205","金沢市大浦町ハ38-3","","","","","","","",""
"635","金沢市","36.535722","136.677496","公園","","","","","","大桑かやのした公園","　","921-8045","金沢市大桑3-81","","","","","","","",""
"636","金沢市","36.532989","136.677346","公園","","","","","","大桑高架橋南緑地","　","921-8045","金沢市大桑1-311,155～157他","","","","","","","",""
"637","金沢市","36.53801","136.675876","公園","","","","","","大桑しょうず公園","　","921-8045","金沢市大桑3-5","","","","","","","",""
"638","金沢市","36.532011","136.675689","公園","","","","","","大桑にしのやま公園","　","921-8045","金沢市大桑1-328","","","","","","","",""
"639","金沢市","36.532567","136.679975","公園","","","","","","大桑まえがわら公園","　","921-8045","金沢市大桑1-96","","","","","","","トイレ：便器数2,バリアフリー対応便器1,オストメイト対応有",""
"640","金沢市","36.535019","136.681563","公園","","","","","","大桑町河川緑地","　","921-8046","金沢市大桑町タ1-1","","","","","","","",""
"641","金沢市","36.531868","136.675318","公園","","","","","","大桑町斜面緑地","　","921-8045","金沢市大桑1-337","","","","","","","",""
"642","金沢市","36.526803","136.687061","公園","","","","","","大桑町小緑地（その１）","　","921-8046","金沢市大桑町カ354","","","","","","","",""
"643","金沢市","36.536924","136.672459","公園","","","","","","大桑町たいら公園","　","921-8046","金沢市大桑町平42-58","","","","","","","",""
"644","金沢市","36.527735","136.688558","公園","","","","","","大桑町緑地","　　","921-8046","金沢市大桑町カ389","","","","","","","",""
"645","金沢市","36.53336","136.676981","公園","","","","","","大桑緑道","　","921-8045","金沢市大桑2丁目","","","","","","","",""
"646","金沢市","36.599676","136.62643","公園","","","","","","大友なぎさ公園","　","920-8205","金沢市大友1-148","","","","","","","",""
"647","金沢市","36.51412","136.61837","公園","","","","","","大額１丁目公園","　","921-8147","金沢市大額1-378","","","","","","","トイレ：男女兼用,小便1,和式1",""
"648","金沢市","36.516819","136.624035","公園","","","","","","大額２丁目公園","　","921-8147","金沢市大額2-132","","","","","","","",""
"649","金沢市","36.514172","136.622431","公園","","","","","","大額稲荷児童公園","　","921-8147","金沢市大額1-143-1","","","","","","","",""
"650","金沢市","36.612716","136.605704","公園","","","","","","大野こまちなみ公園","　","920-0231","金沢市大野町4-52-1","","","","","","","トイレ：男子,小便1,和式1,女子,和式1,洋式1",""
"651","金沢市","36.614546","136.607528","公園","","","","","","大野町４丁目小公園","　","920-0231","金沢市大野町4丁目ハ12-14","","","","","","","",""
"652","金沢市","36.611399","136.60407","公園","","","","","","大野町緑地","　","920-0231","金沢市大野町1-18-2","","","","","","","",""
"653","金沢市","36.564634","136.693815","公園","","","","","","奥卯辰山墓地公園","　","920-1165","金沢市若松町","","","","","","","",""
"654","金沢市","36.618444","136.641295","公園","","","","","","大河端町小公園","　","920-0213","金沢市大河端町東111-9","","","","","","","",""
"655","金沢市","36.548242","136.619373","公園","","","","","","押野あさがお児童公園","　","921-8056","金沢市押野1-279-2","","","","","","","",""
"656","金沢市","36.547936","136.616846","公園","","","","","","押野くすのき公園","　","921-8056","金沢市押野2-197-3","","","","","","","",""
"657","金沢市","36.548018","136.613896","公園","","","","","","押野松の木公園","　","921-8056","金沢市押野3-525","","","","","","","トイレ：男女兼用,小便1,和式1",""
"658","金沢市","36.572238","136.607292","公園","","","","","","おでむかえ公園","　","920-0362","金沢市古府3-65ほか","","","","","","","",""
"659","金沢市","36.588345","136.65746","公園","","","","","","乙丸町ケヤキ小公園","　","920-0807","金沢市乙丸町丙28-14","","","","","","","",""
"660","金沢市","36.585312","136.66489","公園","","","","","","乙丸町第１児童公園","","920-0807","金沢市乙丸町甲231","","","","","","","",""
"661","金沢市","36.568489","136.655405","公園","","","","","","尾山町小公園","　","920-0918","金沢市尾山町232-5","","","","","","","",""
"662","金沢市","36.565866","136.654623","公園","","","","","","尾山町門前緑地","　","920-0918","金沢市尾山町431","","","","","","","",""
"663","金沢市","36.571204","136.663777","公園","","","","","","尾張町２丁目緑地","　","920-0902","金沢市尾張町2-184","","","","","","","",""
"664","金沢市","36.570192","136.662486","公園","","","","","","尾張町児童公園","　","920-0902","金沢市尾張町1-158-1","","","","","","","",""
"665","金沢市","36.582857","136.586698","公園","","","","","","加賀友禅染色団地公園","","920-0356","金沢市専光寺町ニ172","","","","","","","",""
"666","金沢市","36.555025","136.698836","公園","","","","","","角間新町児童公園","　","920-1163","金沢市角間新町23","","","","","","","",""
"667","金沢市","36.550479","136.669455","公園","","","","","","笠舞２丁目小公園","　","920-0965","金沢市笠舞2-187","","","","","","","",""
"668","金沢市","36.551237","136.669203","公園","","","","","","笠舞第１児童公園","　","920-0965","金沢市笠舞2-179","","","","","","","",""
"669","金沢市","36.549397","136.673157","公園","","","","","","笠舞第２児童公園","　","920-0965","金沢市笠舞1-414","","","","","","","",""
"670","金沢市","36.547906","136.675394","公園","","","","","","笠舞第３児童公園","　","920-0965","金沢市笠舞1-234","","","","","","","",""
"671","金沢市","36.547587","136.668355","公園","","","","","","笠舞第４児童公園","　","920-0947","金沢市笠舞本町2-71","","","","","","","",""
"672","金沢市","36.545673","136.672518","公園","","","","","","笠舞第５児童公園","　","920-0947","金沢市笠舞本町1-299","","","","","","","",""
"673","金沢市","36.545514","136.673961","公園","","","","","","笠舞本町１丁目小公園","　","920-0947","金沢市笠舞本町1-139-14","","","","","","","",""
"674","金沢市","36.547988","136.671161","公園","","","","","","笠舞本町２丁目小公園","　","920-0947","金沢市笠舞本町2-614-1","","","","","","","",""
"675","金沢市","36.549147","136.668173","公園","","","","","","笠舞本町２丁目西小公園","　　","920-0947","金沢市笠舞本町2-512-4","","","","","","","",""
"676","金沢市","36.572632","136.662994","公園","","","","","","主計町緑水苑","　","920-0908","金沢市主計町318-1","","","","","","","トイレ：男子,小便2,和式1,女子,和式2",""
"677","金沢市","36.610511","136.699177","公園","","","","","","堅田町小公園","　","920-0164","金沢市堅田町甲153","","","","","","","",""
"678","金沢市","36.63155","136.643489","公園","","","","","","かたつ小緑地","　","920-0219","金沢市かたつ8","","","","","","","",""
"679","金沢市","36.628409","136.643958","公園","","","","","","潟津みずべ公園","　","920-0219","金沢市かたつ24","","","","","","","トイレ：便器数2,バリアフリー対応便器1",""
"680","金沢市","36.627925","136.641788","公園","","","","","","潟津みずべ第二公園","　","920-0219","金沢市かたつ25","","","","","","","",""
"681","金沢市","36.559735","136.65065","公園","","","","","","片町広場","　","920-0981","金沢市片町2-578","","","","","","","",""
"682","金沢市","36.606799","136.605049","公園","","","","","","桂町小公園","　","920-0334","金沢市桂町ホ15-10","","","","","","","",""
"683","金沢市","36.60444","136.604001","公園","","","","","","桂町第１児童公園","　","920-0334","金沢市桂町ロ235","","","","","","","",""
"684","金沢市","36.610757","136.683633","公園","","","","","","金市東小公園","　","920-3134","金沢市金市町ホ10-9","","","","","","","",""
"685","金沢市","36.608087","136.682037","公園","","","","","","金市町小公園","　","920-3134","金沢市金市町イ5-5","","","","","","","",""
"686","金沢市","36.610619","136.68152","公園","","","","","","金市やすらぎ公園","　","920-3134","金沢市金市町ニ12-1","","","","","","","トイレ：便器数2,バリアフリー対応便器1,オストメイト対応有",""
"687","金沢市","36.605403","136.596812","公園","","","","","","金石北１丁目児童公園","　","920-0338","金沢市金石北1-374","","","","","","","",""
"688","金沢市","36.605705","136.598275","公園","","","","","","金石北３丁目小公園","　","920-0338","金沢市金石北3-344-5","","","","","","","",""
"689","金沢市","36.607602","136.597139","公園","","","","","","金石銭五公園","　","920-0338","金沢市金石北2-147","","","","","","","トイレ：男女兼用,小便1,和式1",""
"690","金沢市","36.600243","136.591937","公園","","","","","","金石西１丁目あじさい小公園","　","920-0337","金沢市金石西1-121-9","","","","","","","",""
"691","金沢市","36.600411","136.591343","公園","","","","","","金石西１丁目ケヤキ公園","　","920-0337","金沢市金石西1-338-2","","","","","","","",""
"692","金沢市","36.6008","136.592681","公園","","","","","","金石西１丁目小公園","　","920-0337","金沢市金石西1-144-7","","","","","","","",""
"693","金沢市","36.604488","136.592662","公園","","","","","","金石西児童公園","　","920-0337","金沢市金石西4-887","","","","","","","",""
"694","金沢市","36.603166","136.599998","公園","","","","","","金石東ゲートボール広場","　","920-0335","金沢市金石東2-20-1","","","","","","","",""
"695","金沢市","36.598355","136.657067","公園","","","","","","金沢城北市民運動公園","金沢市制百周年記念事業として建設し、本市初の本格的な野球場およびサッカー場を有し、市民スポーツの核として整備された運動公園です。","920-0012","金沢市磯部町","","","","","","","トイレ：男子,小便2,洋式1,女子,洋式2",""
"696","金沢市","36.539192","136.64295","公園","","","","","","金沢南総合運動公園","昭和２２年(1947年)第２回国民体育大会が開催された市営陸上競技場や総合プール、球技場を含む一帯を総称した総合運動公園です。","921-8171","金沢市富樫町","","","","","","","トイレ：男子,小便3,和式1,女子,和式3,バリアフリー対応便器2",""
"697","金沢市","36.547708","136.591961","公園","","","","","","上荒屋１丁目くすのき公園","　","921-8065","金沢市上荒屋1-346","","","","","","","",""
"698","金沢市","36.550095","136.592932","公園","","","","","","上荒屋２丁目公園","　","921-8065","金沢市上荒屋2-137-2","","","","","","","",""
"699","金沢市","36.549259","136.593715","公園","","","","","","上荒屋２丁目小公園","　","921-8065","金沢市上荒屋2-3-32","","","","","","","",""
"700","金沢市","36.549121","136.591408","公園","","","","","","上荒屋３丁目小公園","　","921-8065","金沢市上荒屋3-56-14","","","","","","","",""
"701","金沢市","36.554797","136.592379","公園","","","","","","上荒屋４丁目西公園","　","921-8065","金沢市上荒屋4-75-4","","","","","","","",""
"702","金沢市","36.553422","136.593361","公園","","","","","","上荒屋第１児童公園","　","921-8065","金沢市上荒屋4-83","","","","","","","",""
"703","金沢市","36.550854","136.593892","公園","","","","","","上荒屋第２児童公園","　","921-8065","金沢市上荒屋2-41","","","","","","","",""
"704","金沢市","36.550996","136.589321","公園","","","","","","上荒屋中央緑道","　","921-8065","金沢市上荒屋7-204","","","","","","","",""
"705","金沢市","36.550457","136.589895","公園","","","","","","上荒屋つばき公園","　","921-8065","金沢市上荒屋8-43","","","","","","","トイレ：男子,小便2,和式1,女子,和式2",""
"706","金沢市","36.557404","136.589466","公園","","","","","","上荒屋にれの木公園","　","921-8065","金沢市上荒屋5-453","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"707","金沢市","36.554904","136.593457","公園","","","","","","上荒屋東公園","　","921-8065","金沢市上荒屋4-78-10","","","","","","","",""
"708","金沢市","36.55331","136.588629","公園","","","","","","上荒屋もくれん公園","　","921-8065","金沢市上荒屋6-446","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"709","金沢市","36.567146","136.598302","公園","","","","","","神野１号緑道","　","920-0368","金沢市神野1-250","","","","","","","",""
"710","金沢市","36.563677","136.595303","公園","","","","","","神野樫の木公園","　","920-0368","金沢市神野2-118","","","","","","","",""
"711","金沢市","36.567171","136.598505","公園","","","","","","神野桜公園","　","920-0368","金沢市神野1-63","","","","","","","",""
"712","金沢市","36.565694","136.594005","公園","","","","","","神野花水木公園","　","920-0368","金沢市神野3-25","","","","","","","",""
"713","金沢市","36.563914","136.600163","公園","","","","","","神野東公園","　","920-0365","金沢市神野町東107","","","","","","","",""
"714","金沢市","36.564746","136.589499","公園","","","","","","上安原小緑道","　","920-0854","金沢市安原中央土地区画整理事業地113街区ほか","","","","","","","",""
"715","金沢市","36.565323","136.590614","公園","","","","","","上安原中央公園","　","920-0370","金沢市上安原1-262","","","","","","","",""
"716","金沢市","36.565267","136.587439","公園","","","","","","上安原ふじ公園","　","920-0370","金沢市上安原2-300","","","","","","","",""
"717","金沢市","36.559933","136.589788","公園","","","","","","上安原町小公園","　","920-0374","金沢市上安原町673-4","","","","","","","",""
"718","金沢市","36.567434","136.590014","公園","","","","","","上安原みどり公園","　","920-0370","金沢市上安原1-261","","","","","","","",""
"719","金沢市","36.558662","136.590984","公園","","","","","","上安原南けやき公園","　","920-0374","金沢市上安原南33","","","","","","","",""
"720","金沢市","36.598957","136.675029","公園","","","","","","神谷内公園","　","920-0801","金沢市神谷内町66","","","","","","","",""
"721","金沢市","36.598673","136.689132","公園","","","","","","神谷内児童公園","　","920-0801","金沢市神谷内町チ204-1","","","","","","","トイレ：男女兼用,小便1,和式1",""
"722","金沢市","36.599142","136.682582","公園","","","","","","神谷内はなみずき公園","　","920-0801","金沢市神谷内町へ57他","","","","","","","",""
"723","金沢市","36.599233","136.68476","公園","","","","","","神谷内町葵小公園","　","920-0801","金沢市神谷内町葵1-26","","","","","","","",""
"724","金沢市","36.598389","136.67711","公園","","","","","","神谷内町北児童公園","　","920-0801","金沢市神谷内町ハ40-1","","","","","","","トイレ：男女兼用,小便1,和式1",""
"725","金沢市","36.597695","136.67777","公園","","","","","","神谷内町南小公園","　","920-0801","金沢市神谷内町ハ62-5","","","","","","","",""
"726","金沢市","36.561101","136.630434","公園","","","","","","神田交通公園","　","921-8013","金沢市新神田3-113","","","","","","","トイレ：男子,小便3,和式1,女子,和式2,バリアフリー対応便器1",""
"727","金沢市","36.562191","136.637408","公園","","","","","","神田町児童公園","　","921-8027","金沢市神田1-271","","","","","","","",""
"728","金沢市","36.592677","136.601919","公園","","","","","","観音堂児童公園","　","920-0352","金沢市観音堂町ロ173-1","","","","","","","",""
"729","金沢市","36.589848","136.603103","公園","","","","","","観音堂町南公園","","920-0352","金沢市観音堂町ル21-2","","","","","","","",""
"730","金沢市","36.593813","136.604291","公園","","","","","","観音堂町緑地","　","920-0352","金沢市観音堂町イ25-5ほか","","","","","","","",""
"731","金沢市","36.571234","136.669139","公園","","","","","","観音町緑地","　","920-0831","金沢市東山1-1054","","","","","","","",""
"732","金沢市","36.619911","136.701827","公園","","","","","","観法寺児童公園","　","920-3112","金沢市観法寺町ろ42-3","","","","","","","",""
"733","金沢市","36.617263","136.703498","公園","","","","","","観法寺町ナラの木小公園","　","920-3112","金沢市観法寺町ハ106-3","","","","","","","",""
"734","金沢市","36.56168","136.651377","公園","","","","","","木倉町広場","　","920-0988","金沢市木倉町179","","","","","","","",""
"735","金沢市","36.620281","136.669503","公園","","","","","","木越１丁目公園","　","920-0202","金沢市木越1-167","","","","","","","",""
"736","金沢市","36.62122","136.664997","公園","","","","","","木越２丁目公園","　","920-0202","金沢市木越2-262","","","","","","","",""
"737","金沢市","36.620354","136.659751","公園","","","","","","木越あおぞら公園","　","920-0201","金沢市木越町ト103","","","","","","","トイレ：男女兼用,洋式1",""
"738","金沢市","36.6179206","136.6666107","公園","","","","","","木越運動公園","","920-0202","金沢市木越3-99","","","","","","","",""
"739","金沢市","36.619463","136.667272","公園","","","","","","木越中央公園","　","920-0202","金沢市木越2-1","","","","","","","",""
"740","金沢市","36.49987","136.621213","公園","","","","","","北四十万児童公園","　　","921-8133","金沢市四十万町北カ126","","","","","","","",""
"741","金沢市","36.505376","136.6144","公園","","","","","","北四十万第２児童公園","　","921-8133","金沢市四十万町北イ99","","","","","","","",""
"742","金沢市","36.50322","136.613145","公園","","","","","","四十万北りんご公園","　","921-8133","金沢市四十万町北イ275-1","","","","","","","",""
"743","金沢市","36.570463","136.597846","公園","","","","","","北塚町小緑地","　","920-0367","金沢市北塚町東40-1","","","","","","","",""
"744","金沢市","36.610294","136.648161","公園","","","","","","北寺町南小公園","　","920-0206","金沢市北寺町ロ5-7","","","","","","","",""
"745","金沢市","36.611588","136.647236","公園","","","","","","北寺町公園","　","920-0206","金沢市北寺町ロ7-4","","","","","","","",""
"746","金沢市","36.615093","136.646587","公園","","","","","","北寺町小公園","　","920-0206","金沢市北寺町ニ66","","","","","","","",""
"747","金沢市","36.625396","136.631234","公園","","","","","","木谷公園","　","920-0226","金沢市粟崎町リ1-1","","","","","","","トイレ：男女兼用,小便2,和式1",""
"748","金沢市","36.58552","136.626539","公園","","","","","","北町児童公園","　","920-0025","金沢市駅西本町6-403","","","","","","","",""
"749","金沢市","36.622727","136.634569","公園","","","","","","北間町公園","　","920-0212","金沢市北間町ホ161","","","","","","","",""
"750","金沢市","36.62209","136.640674","公園","","","","","","北間町小緑地","　","920-0212","金沢市北間町イ69-7","","","","","","","",""
"751","金沢市","36.620997","136.638011","公園","","","","","","北間町西公園","　","920-0212","金沢市北間町ハ93-1","","","","","","","",""
"752","金沢市","36.586219","136.649451","公園","","","","","","北安江２丁目公園","　","920-0022","金沢市北安江2-1408-2","","","","","","","",""
"753","金沢市","36.588532","136.649376","公園","","","","","","北安江町緑地","　","920-0022","金沢市北安江2-2901","","","","","","","",""
"754","金沢市","36.577209","136.646544","公園","","","","","","北安江町小緑地","　","920-0032","金沢市広岡町1-1113","","","","","","","",""
"755","金沢市","36.596381","136.605395","公園","","","","","","きびきの児童公園","　","920-3134","金沢市金沢西部第二土地区画整理事業内","","","","","","","",""
"756","金沢市","36.601598","136.604544","公園","","","","","","きびきの中央公園","　","920-0988","金沢市木曳野３丁目３０","","","","","","","",""
"757","金沢市","36.60398","136.601749","公園","","","","","","きびきの西公園","　","920-0988","金沢市木曳野４丁目１８５","","","","","","","",""
"758","金沢市","36.602416","136.606282","公園","","","","","","きびきの東公園","　","920-0988","金沢市木曳野３丁目１７６","","","","","","","",""
"759","金沢市","36.598363","136.604412","公園","","","","","","きびきの南公園","　","920-0341","金沢市木曳野１丁目５９","","","","","","","",""
"760","金沢市","36.581618","136.655306","公園","","","","","","京町児童公園","　","920-0848","金沢市京町263","","","","","","","",""
"761","金沢市","36.582544","136.654791","公園","","","","","","京町小公園","　","920-0848","金沢市京町512-3","","","","","","","",""
"762","金沢市","36.581971","136.654099","公園","","","","","","京町小緑地","　","920-0848","金沢市京町295","","","","","","","",""
"763","金沢市","36.525812","136.64642","公園","","","","","","窪２丁目小公園","　","921-8151","金沢市窪2-228-6","","","","","","","",""
"764","金沢市","36.530678","136.639156","公園","","","","","","窪錦丘公園","　","921-8151","金沢市窪7-309","","","","","","","",""
"765","金沢市","36.526963","136.639591","公園","","","","","","窪伏見台公園","　","921-8151","金沢市窪4-547","","","","","","","トイレ：男女兼用,小便1,和式1",""
"766","金沢市","36.597202","136.621763","公園","","","","","","鞍月磯のひろば公園","　","920-8203","金沢市鞍月4-53","","","","","","","",""
"767","金沢市","36.610497","136.634627","公園","","","","","","鞍月中央公園","　","920-8216","金沢市直江町ト37-9他","","","","","","","トイレ：男子,小便2,和式1,女子,和式1,洋式1,小児用小便1",""
"768","金沢市","36.601545","136.623772","公園","","","","","","鞍月緑道","　","920-8203","金沢市鞍月5-1006番","","","","","","","",""
"769","金沢市","36.590455","136.743683","公園","","","","","","車町宝乗ヶ丘公園","　","920-0157","金沢市車町56-1","","","","","","","",""
"770","金沢市","36.561652","136.615371","公園","","","","","","黒田児童公園","　","921-8051","金沢市黒田1-9","","","","","","","トイレ：男女兼用,小便1,和式1",""
"771","金沢市","36.569191","136.658402","公園","","","","","","黒門前緑地","この緑地は、平成7年（1995年）まで、金沢地方検察庁検事正官舎の敷地であったが、平成13年（2001年）、官舎の一部と、その土塀を廻らす屋敷構えを保存するとともに、金沢で育ち、アドレナリン、タカジアスターゼで有名な世界的化学者高峰譲吉博士ゆかりの家屋を移築し、公園として整備したものです。","920-0937","金沢市丸の内34-1","","","","","","","写真あり",""
"772","金沢市","36.559782","136.68579","公園","","","","","","郡家山公園","　","920-1162","金沢市鈴見町郡家山1000","","","","","","","",""
"773","金沢市","36.591347","136.63169","公園","","","","","","けやき通り北緑地","　","920-0027","金沢市駅西新町3-213","","","","","","","",""
"774","金沢市","36.59065","136.631023","公園","","","","","","けやき通り南緑地","　　","920-0024","金沢市西念4-2516","","","","","","","",""
"775","金沢市","36.562964","136.652271","公園","","","","","","香林坊にぎわい広場","　","920-0865","金沢市長町1-26","","","","","","","",""
"776","金沢市","36.582973","136.670399","公園","","","","","","小金町緑地","　","920-0805","金沢市小金町249","","","","","","","",""
"777","金沢市","36.585799","136.679385","公園","","","","","","小坂白蓮公園","　","920-0811","金沢市小坂南589","","","","","","","トイレ：男女兼用,小便1,和式1",""
"778","金沢市","36.590287","136.682303","公園","","","","","","小坂町辰巳公園","　","920-0811","金沢市小坂町辰33-38","","","","","","","",""
"779","金沢市","36.590102","136.669047","公園","","","","","","小坂町西小公園","　","920-0811","金沢市小坂町西10-3他","","","","","","","",""
"780","金沢市","36.551052","136.680404","公園","","","","","","小立野２丁目あすなろ公園","　","920-0942","金沢市小立野2-370-1","","","","","","","",""
"781","金沢市","36.549733","136.680576","公園","","","","","","小立野２丁目小緑地","　","920-0942","金沢市小立野2-177","","","","","","","",""
"782","金沢市","36.551035","136.682153","公園","","","","","","小立野２丁目東小公園","　","920-0942","金沢市小立野2-486-2","","","","","","","",""
"783","金沢市","36.548332","136.684213","公園","","","","","","小立野２丁目南小公園","　","920-0942","金沢市小立野2-814-1","","","","","","","",""
"784","金沢市","36.545182","136.68299","公園","","","","","","小立野児童公園","　","920-0942","金沢市小立野1-729","","","","","","","トイレ：男女兼用,小便1,和式1,バリアフリー対応便器1",""
"785","金沢市","36.554331","136.66651","公園","","","","","","小立野台緑地","　","920-0935","金沢市石引2-1156","","","","","","","",""
"786","金沢市","36.550625","136.678907","公園","","","","","","小立野やわらぎ公園","　","920-0942","金沢市小立野4-32-2","","","","","","","",""
"787","金沢市","36.632212","136.664202","公園","","","","","","こなん水辺公園","河北潟の周辺には豊かな自然が残っており、こなん水辺公園は、自然の生態を観察し、自然に親しむことのできる「自然との共生」をテーマに計画・整備されました。自然学習や各種体験の場として幅広く活用されています。","920-0209","金沢市東蚊爪町マ33-1ほか","","","","","","","トイレ：便器数6,バリアフリー対応便器1
利用時間：3月～11月9:00～16:00　冬季（月～金）10:00～13:30冬季（土・日）9:00～15:00",""
"788","金沢市","36.577378","136.652238","公園","","","","","","此花町緑地","　","920-0852","金沢市此花町149-1","","","","","","","",""
"789","金沢市","36.572639","136.609014","公園","","","","","","古府作城公園","　","920-0362","金沢市古府3-37","","","","","","","",""
"790","金沢市","36.561885","136.608199","公園","","","","","","古府城丸公園","　","920-0362","金沢市古府1-29","","","","","","","",""
"791","金沢市","36.570855","136.607598","公園","","","","","","古府中央公園","　","920-0362","金沢市古府3-95","","","","","","","トイレ：男子,小便2,和式1,女子,和式2",""
"792","金沢市","36.566607","136.609476","公園","","","","","","古府徳代公園","　","920-0362","金沢市古府2-4","","","","","","","トイレ：バリアフリー対応便器2",""
"793","金沢市","36.559575","136.610677","公園","","","","","","古府町第１児童公園","　","920-0362","金沢市古府町南851","","","","","","","",""
"794","金沢市","36.562359","136.60939","公園","","","","","","古府町第２児童公園","　","920-0362","金沢市古府町南1001","","","","","","","",""
